2024-08-03 11:37:31.211 | INFO     | tabularbench.core.run_experiment:run_experiment:24 - Start experiment on analcatdata_authorship (id=3549) with AutoGluon doing classification
2024-08-03 11:38:28.944 | INFO     | tabularbench.core.run_experiment:run_experiment_:73 - Start split 5/10 of analcatdata_authorship (id=3549) with AUTOGLUON doing CLASSIFICATION
2024-08-03 11:38:41.665 | INFO     | tabularbench.core.run_experiment:run_experiment_:85 - split_4 :: train: 0.9970, val: 0.9881, test: 0.9881
2024-08-03 11:38:41.808 | INFO     | tabularbench.core.run_experiment:run_experiment_:73 - Start split 6/10 of analcatdata_authorship (id=3549) with AUTOGLUON doing CLASSIFICATION
2024-08-03 11:38:55.224 | INFO     | tabularbench.core.run_experiment:run_experiment_:85 - split_5 :: train: 1.0000, val: 1.0000, test: 0.9881
2024-08-03 11:38:55.360 | INFO     | tabularbench.core.run_experiment:run_experiment_:73 - Start split 7/10 of analcatdata_authorship (id=3549) with AUTOGLUON doing CLASSIFICATION
2024-08-03 11:39:07.925 | INFO     | tabularbench.core.run_experiment:run_experiment_:85 - split_6 :: train: 1.0000, val: 0.9643, test: 0.9405
2024-08-03 11:39:08.074 | INFO     | tabularbench.core.run_experiment:run_experiment_:73 - Start split 8/10 of analcatdata_authorship (id=3549) with AUTOGLUON doing CLASSIFICATION
2024-08-03 11:39:21.397 | INFO     | tabularbench.core.run_experiment:run_experiment_:85 - split_7 :: train: 0.9985, val: 1.0000, test: 0.9524
2024-08-03 11:39:21.544 | INFO     | tabularbench.core.run_experiment:run_experiment_:73 - Start split 9/10 of analcatdata_authorship (id=3549) with AUTOGLUON doing CLASSIFICATION
2024-08-03 11:39:34.907 | INFO     | tabularbench.core.run_experiment:run_experiment_:85 - split_8 :: train: 1.0000, val: 0.9881, test: 1.0000
2024-08-03 11:39:35.054 | INFO     | tabularbench.core.run_experiment:run_experiment_:73 - Start split 10/10 of analcatdata_authorship (id=3549) with AUTOGLUON doing CLASSIFICATION
2024-08-03 11:39:47.853 | INFO     | tabularbench.core.run_experiment:run_experiment_:85 - split_9 :: train: 1.0000, val: 0.9882, test: 1.0000
2024-08-03 11:39:47.855 | INFO     | tabularbench.core.run_experiment:run_experiment:42 - Finished experiment on analcatdata_authorship (id=3549) with AutoGluon doing CLASSIFICATION
2024-08-03 11:39:47.855 | INFO     | tabularbench.core.run_experiment:run_experiment:43 - Final scores: 
2024-08-03 11:39:47.857 | INFO     | tabularbench.core.run_experiment:run_experiment:46 - cv_split_0 :: train: 0.9985, val: 1.0000, test: 0.9882
2024-08-03 11:39:47.858 | INFO     | tabularbench.core.run_experiment:run_experiment:46 - cv_split_1 :: train: 1.0000, val: 0.9643, test: 0.9881
2024-08-03 11:39:47.859 | INFO     | tabularbench.core.run_experiment:run_experiment:46 - cv_split_2 :: train: 1.0000, val: 0.9762, test: 1.0000
2024-08-03 11:39:47.860 | INFO     | tabularbench.core.run_experiment:run_experiment:46 - cv_split_3 :: train: 0.9985, val: 0.9881, test: 0.9643
2024-08-03 11:39:47.861 | INFO     | tabularbench.core.run_experiment:run_experiment:46 - cv_split_4 :: train: 0.9970, val: 0.9881, test: 0.9881
2024-08-03 11:39:47.862 | INFO     | tabularbench.core.run_experiment:run_experiment:46 - cv_split_5 :: train: 1.0000, val: 1.0000, test: 0.9881
2024-08-03 11:39:47.863 | INFO     | tabularbench.core.run_experiment:run_experiment:46 - cv_split_6 :: train: 1.0000, val: 0.9643, test: 0.9405
2024-08-03 11:39:47.864 | INFO     | tabularbench.core.run_experiment:run_experiment:46 - cv_split_7 :: train: 0.9985, val: 1.0000, test: 0.9524
2024-08-03 11:39:47.865 | INFO     | tabularbench.core.run_experiment:run_experiment:46 - cv_split_8 :: train: 1.0000, val: 0.9881, test: 1.0000
2024-08-03 11:39:47.866 | INFO     | tabularbench.core.run_experiment:run_experiment:46 - cv_split_9 :: train: 1.0000, val: 0.9882, test: 1.0000
2024-08-03 11:39:47.868 | INFO     | tabularbench.core.run_experiment:run_experiment:53 - cv_average :: train: 0.9993, val: 0.9857, test: 0.9810
