2024-08-03 11:05:49.864 | INFO     | tabularbench.core.run_experiment:run_experiment:24 - Start experiment on blood-transfusion-service-center (id=145836) with AutoGluon doing classification
2024-08-03 11:07:14.267 | INFO     | tabularbench.core.run_experiment:run_experiment:42 - Finished experiment on blood-transfusion-service-center (id=145836) with AutoGluon doing CLASSIFICATION
2024-08-03 11:07:14.267 | INFO     | tabularbench.core.run_experiment:run_experiment:43 - Final scores: 
2024-08-03 11:07:14.268 | INFO     | tabularbench.core.run_experiment:run_experiment:46 - cv_split_0 :: train: 0.8562, val: 0.7867, test: 0.7467
2024-08-03 11:07:14.269 | INFO     | tabularbench.core.run_experiment:run_experiment:46 - cv_split_1 :: train: 0.8261, val: 0.7467, test: 0.8000
2024-08-03 11:07:14.270 | INFO     | tabularbench.core.run_experiment:run_experiment:46 - cv_split_2 :: train: 0.8010, val: 0.7467, test: 0.7733
2024-08-03 11:07:14.271 | INFO     | tabularbench.core.run_experiment:run_experiment:46 - cv_split_3 :: train: 0.7926, val: 0.8000, test: 0.8000
2024-08-03 11:07:14.272 | INFO     | tabularbench.core.run_experiment:run_experiment:46 - cv_split_4 :: train: 0.7977, val: 0.8000, test: 0.7867
2024-08-03 11:07:14.272 | INFO     | tabularbench.core.run_experiment:run_experiment:46 - cv_split_5 :: train: 0.8060, val: 0.8000, test: 0.7867
2024-08-03 11:07:14.273 | INFO     | tabularbench.core.run_experiment:run_experiment:46 - cv_split_6 :: train: 0.8244, val: 0.7867, test: 0.7733
2024-08-03 11:07:14.274 | INFO     | tabularbench.core.run_experiment:run_experiment:46 - cv_split_7 :: train: 0.8097, val: 0.7703, test: 0.8000
2024-08-03 11:07:14.275 | INFO     | tabularbench.core.run_experiment:run_experiment:46 - cv_split_8 :: train: 0.8567, val: 0.7568, test: 0.8243
2024-08-03 11:07:14.276 | INFO     | tabularbench.core.run_experiment:run_experiment:46 - cv_split_9 :: train: 0.8063, val: 0.7467, test: 0.7703
2024-08-03 11:07:14.277 | INFO     | tabularbench.core.run_experiment:run_experiment:53 - cv_average :: train: 0.8177, val: 0.7740, test: 0.7861
