2024-08-09 17:23:42.703 | INFO     | tabularbench.core.run_experiment:run_experiment:24 - Start experiment on banknote-authentication (id=10093) with AutoGluon doing classification
2024-08-09 18:04:18.804 | INFO     | tabularbench.core.run_experiment:run_experiment_:84 - Testing on test...
2024-08-09 18:04:25.902 | INFO     | tabularbench.core.run_experiment:run_experiment_:87 - split_6 :: train: 1.0000, val: 1.0000, test: 1.0000
2024-08-09 18:04:25.920 | INFO     | tabularbench.core.run_experiment:run_experiment_:73 - Start split 8/10 of banknote-authentication (id=10093) with AUTOGLUON doing CLASSIFICATION
2024-08-09 18:09:28.914 | INFO     | tabularbench.core.run_experiment:run_experiment_:80 - Testing on training...
2024-08-09 18:10:18.801 | INFO     | tabularbench.core.run_experiment:run_experiment_:82 - Testing on validation...
2024-08-09 18:10:25.964 | INFO     | tabularbench.core.run_experiment:run_experiment_:84 - Testing on test...
2024-08-09 18:10:33.227 | INFO     | tabularbench.core.run_experiment:run_experiment_:87 - split_7 :: train: 1.0000, val: 1.0000, test: 1.0000
2024-08-09 18:10:33.248 | INFO     | tabularbench.core.run_experiment:run_experiment_:73 - Start split 9/10 of banknote-authentication (id=10093) with AUTOGLUON doing CLASSIFICATION
2024-08-09 18:15:36.317 | INFO     | tabularbench.core.run_experiment:run_experiment_:80 - Testing on training...
2024-08-09 18:16:26.341 | INFO     | tabularbench.core.run_experiment:run_experiment_:82 - Testing on validation...
2024-08-09 18:16:33.691 | INFO     | tabularbench.core.run_experiment:run_experiment_:84 - Testing on test...
2024-08-09 18:16:41.027 | INFO     | tabularbench.core.run_experiment:run_experiment_:87 - split_8 :: train: 1.0000, val: 1.0000, test: 1.0000
2024-08-09 18:16:41.046 | INFO     | tabularbench.core.run_experiment:run_experiment_:73 - Start split 10/10 of banknote-authentication (id=10093) with AUTOGLUON doing CLASSIFICATION
2024-08-09 18:21:41.390 | INFO     | tabularbench.core.run_experiment:run_experiment_:80 - Testing on training...
2024-08-09 18:21:55.929 | INFO     | tabularbench.core.run_experiment:run_experiment_:82 - Testing on validation...
2024-08-09 18:21:57.822 | INFO     | tabularbench.core.run_experiment:run_experiment_:84 - Testing on test...
2024-08-09 18:21:59.727 | INFO     | tabularbench.core.run_experiment:run_experiment_:87 - split_9 :: train: 1.0000, val: 1.0000, test: 1.0000
2024-08-09 18:21:59.729 | INFO     | tabularbench.core.run_experiment:run_experiment:42 - Finished experiment on banknote-authentication (id=10093) with AutoGluon doing CLASSIFICATION
2024-08-09 18:21:59.731 | INFO     | tabularbench.core.run_experiment:run_experiment:43 - Final scores: 
2024-08-09 18:21:59.732 | INFO     | tabularbench.core.run_experiment:run_experiment:46 - cv_split_0 :: train: 1.0000, val: 1.0000, test: 1.0000
2024-08-09 18:21:59.733 | INFO     | tabularbench.core.run_experiment:run_experiment:46 - cv_split_1 :: train: 0.9991, val: 1.0000, test: 1.0000
2024-08-09 18:21:59.734 | INFO     | tabularbench.core.run_experiment:run_experiment:46 - cv_split_2 :: train: 1.0000, val: 1.0000, test: 1.0000
2024-08-09 18:21:59.735 | INFO     | tabularbench.core.run_experiment:run_experiment:46 - cv_split_3 :: train: 1.0000, val: 1.0000, test: 1.0000
2024-08-09 18:21:59.736 | INFO     | tabularbench.core.run_experiment:run_experiment:46 - cv_split_4 :: train: 1.0000, val: 1.0000, test: 1.0000
2024-08-09 18:21:59.737 | INFO     | tabularbench.core.run_experiment:run_experiment:46 - cv_split_5 :: train: 1.0000, val: 1.0000, test: 1.0000
2024-08-09 18:21:59.739 | INFO     | tabularbench.core.run_experiment:run_experiment:46 - cv_split_6 :: train: 1.0000, val: 1.0000, test: 1.0000
2024-08-09 18:21:59.740 | INFO     | tabularbench.core.run_experiment:run_experiment:46 - cv_split_7 :: train: 1.0000, val: 1.0000, test: 1.0000
2024-08-09 18:21:59.741 | INFO     | tabularbench.core.run_experiment:run_experiment:46 - cv_split_8 :: train: 1.0000, val: 1.0000, test: 1.0000
2024-08-09 18:21:59.742 | INFO     | tabularbench.core.run_experiment:run_experiment:46 - cv_split_9 :: train: 1.0000, val: 1.0000, test: 1.0000
2024-08-09 18:21:59.744 | INFO     | tabularbench.core.run_experiment:run_experiment:53 - cv_average :: train: 0.9999, val: 1.0000, test: 1.0000
