2024-08-03 11:24:48.809 | INFO     | tabularbench.core.run_experiment:run_experiment:24 - Start experiment on visualizing_environmental (id=3602) with AutoGluon doing classification
2024-08-03 11:25:22.128 | INFO     | tabularbench.core.run_experiment:run_experiment_:85 - split_4 :: train: 0.6966, val: 0.6364, test: 0.5455
2024-08-03 11:25:22.136 | INFO     | tabularbench.core.run_experiment:run_experiment_:73 - Start split 6/10 of visualizing_environmental (id=3602) with AUTOGLUON doing CLASSIFICATION
2024-08-03 11:25:28.473 | INFO     | tabularbench.core.run_experiment:run_experiment_:85 - split_5 :: train: 0.9213, val: 0.6364, test: 0.7273
2024-08-03 11:25:28.479 | INFO     | tabularbench.core.run_experiment:run_experiment_:73 - Start split 7/10 of visualizing_environmental (id=3602) with AUTOGLUON doing CLASSIFICATION
2024-08-03 11:25:34.890 | INFO     | tabularbench.core.run_experiment:run_experiment_:85 - split_6 :: train: 0.7640, val: 0.5455, test: 0.7273
2024-08-03 11:25:34.896 | INFO     | tabularbench.core.run_experiment:run_experiment_:73 - Start split 8/10 of visualizing_environmental (id=3602) with AUTOGLUON doing CLASSIFICATION
2024-08-03 11:25:41.377 | INFO     | tabularbench.core.run_experiment:run_experiment_:85 - split_7 :: train: 0.8652, val: 0.6364, test: 0.4545
2024-08-03 11:25:41.383 | INFO     | tabularbench.core.run_experiment:run_experiment_:73 - Start split 9/10 of visualizing_environmental (id=3602) with AUTOGLUON doing CLASSIFICATION
2024-08-03 11:25:47.702 | INFO     | tabularbench.core.run_experiment:run_experiment_:85 - split_8 :: train: 0.7865, val: 0.8182, test: 0.5455
2024-08-03 11:25:47.707 | INFO     | tabularbench.core.run_experiment:run_experiment_:73 - Start split 10/10 of visualizing_environmental (id=3602) with AUTOGLUON doing CLASSIFICATION
2024-08-03 11:25:54.193 | INFO     | tabularbench.core.run_experiment:run_experiment_:85 - split_9 :: train: 0.7273, val: 0.5833, test: 0.8182
2024-08-03 11:25:54.195 | INFO     | tabularbench.core.run_experiment:run_experiment:42 - Finished experiment on visualizing_environmental (id=3602) with AutoGluon doing CLASSIFICATION
2024-08-03 11:25:54.195 | INFO     | tabularbench.core.run_experiment:run_experiment:43 - Final scores: 
2024-08-03 11:25:54.196 | INFO     | tabularbench.core.run_experiment:run_experiment:46 - cv_split_0 :: train: 0.7614, val: 0.6364, test: 0.7500
2024-08-03 11:25:54.197 | INFO     | tabularbench.core.run_experiment:run_experiment:46 - cv_split_1 :: train: 0.6629, val: 1.0000, test: 0.5455
2024-08-03 11:25:54.198 | INFO     | tabularbench.core.run_experiment:run_experiment:46 - cv_split_2 :: train: 0.7416, val: 0.7273, test: 0.7273
2024-08-03 11:25:54.199 | INFO     | tabularbench.core.run_experiment:run_experiment:46 - cv_split_3 :: train: 0.7416, val: 0.7273, test: 0.7273
2024-08-03 11:25:54.200 | INFO     | tabularbench.core.run_experiment:run_experiment:46 - cv_split_4 :: train: 0.6966, val: 0.6364, test: 0.5455
2024-08-03 11:25:54.201 | INFO     | tabularbench.core.run_experiment:run_experiment:46 - cv_split_5 :: train: 0.9213, val: 0.6364, test: 0.7273
2024-08-03 11:25:54.202 | INFO     | tabularbench.core.run_experiment:run_experiment:46 - cv_split_6 :: train: 0.7640, val: 0.5455, test: 0.7273
2024-08-03 11:25:54.203 | INFO     | tabularbench.core.run_experiment:run_experiment:46 - cv_split_7 :: train: 0.8652, val: 0.6364, test: 0.4545
2024-08-03 11:25:54.204 | INFO     | tabularbench.core.run_experiment:run_experiment:46 - cv_split_8 :: train: 0.7865, val: 0.8182, test: 0.5455
2024-08-03 11:25:54.205 | INFO     | tabularbench.core.run_experiment:run_experiment:46 - cv_split_9 :: train: 0.7273, val: 0.5833, test: 0.8182
2024-08-03 11:25:54.207 | INFO     | tabularbench.core.run_experiment:run_experiment:53 - cv_average :: train: 0.7668, val: 0.6947, test: 0.6568
