2024-08-03 11:27:55.788 | INFO     | tabularbench.core.run_experiment:run_experiment:24 - Start experiment on LED-display-domain-7digit (id=125921) with AutoGluon doing classification
2024-08-03 11:29:50.680 | INFO     | tabularbench.core.run_experiment:run_experiment_:85 - split_9 :: train: 0.7625, val: 0.7200, test: 0.7400
2024-08-03 11:29:50.681 | INFO     | tabularbench.core.run_experiment:run_experiment:42 - Finished experiment on LED-display-domain-7digit (id=125921) with AutoGluon doing CLASSIFICATION
2024-08-03 11:29:50.682 | INFO     | tabularbench.core.run_experiment:run_experiment:43 - Final scores: 
2024-08-03 11:29:50.683 | INFO     | tabularbench.core.run_experiment:run_experiment:46 - cv_split_0 :: train: 0.7475, val: 0.8200, test: 0.7400
2024-08-03 11:29:50.684 | INFO     | tabularbench.core.run_experiment:run_experiment:46 - cv_split_1 :: train: 0.7800, val: 0.6800, test: 0.8000
2024-08-03 11:29:50.685 | INFO     | tabularbench.core.run_experiment:run_experiment:46 - cv_split_2 :: train: 0.7850, val: 0.7000, test: 0.6800
2024-08-03 11:29:50.686 | INFO     | tabularbench.core.run_experiment:run_experiment:46 - cv_split_3 :: train: 0.7600, val: 0.7800, test: 0.7200
2024-08-03 11:29:50.688 | INFO     | tabularbench.core.run_experiment:run_experiment:46 - cv_split_4 :: train: 0.7550, val: 0.7400, test: 0.8600
2024-08-03 11:29:50.690 | INFO     | tabularbench.core.run_experiment:run_experiment:46 - cv_split_5 :: train: 0.7725, val: 0.6600, test: 0.6800
2024-08-03 11:29:50.692 | INFO     | tabularbench.core.run_experiment:run_experiment:46 - cv_split_6 :: train: 0.7800, val: 0.6800, test: 0.7600
2024-08-03 11:29:50.694 | INFO     | tabularbench.core.run_experiment:run_experiment:46 - cv_split_7 :: train: 0.7775, val: 0.6600, test: 0.6600
2024-08-03 11:29:50.696 | INFO     | tabularbench.core.run_experiment:run_experiment:46 - cv_split_8 :: train: 0.7725, val: 0.7600, test: 0.6200
2024-08-03 11:29:50.698 | INFO     | tabularbench.core.run_experiment:run_experiment:46 - cv_split_9 :: train: 0.7625, val: 0.7200, test: 0.7400
2024-08-03 11:29:50.701 | INFO     | tabularbench.core.run_experiment:run_experiment:53 - cv_average :: train: 0.7692, val: 0.7200, test: 0.7260
