2024-08-09 08:15:06.055 | INFO     | tabularbench.core.run_experiment:run_experiment:24 - Start experiment on blood-transfusion-service-center (id=145836) with AutoGluon doing classification
2024-08-09 08:46:35.142 | INFO     | tabularbench.core.run_experiment:run_experiment_:82 - Testing on validation...
2024-08-09 08:46:39.087 | INFO     | tabularbench.core.run_experiment:run_experiment_:84 - Testing on test...
2024-08-09 08:46:42.811 | INFO     | tabularbench.core.run_experiment:run_experiment_:87 - split_4 :: train: 0.8043, val: 0.7733, test: 0.8000
2024-08-09 08:46:42.829 | INFO     | tabularbench.core.run_experiment:run_experiment_:73 - Start split 6/10 of blood-transfusion-service-center (id=145836) with AUTOGLUON doing CLASSIFICATION
2024-08-09 08:51:43.984 | INFO     | tabularbench.core.run_experiment:run_experiment_:80 - Testing on training...
2024-08-09 08:52:11.283 | INFO     | tabularbench.core.run_experiment:run_experiment_:82 - Testing on validation...
2024-08-09 08:52:17.224 | INFO     | tabularbench.core.run_experiment:run_experiment_:84 - Testing on test...
2024-08-09 08:52:23.326 | INFO     | tabularbench.core.run_experiment:run_experiment_:87 - split_5 :: train: 0.8043, val: 0.8267, test: 0.7867
2024-08-09 08:52:23.342 | INFO     | tabularbench.core.run_experiment:run_experiment_:73 - Start split 7/10 of blood-transfusion-service-center (id=145836) with AUTOGLUON doing CLASSIFICATION
2024-08-09 08:57:22.292 | INFO     | tabularbench.core.run_experiment:run_experiment_:80 - Testing on training...
2024-08-09 08:58:21.003 | INFO     | tabularbench.core.run_experiment:run_experiment_:82 - Testing on validation...
2024-08-09 08:58:36.090 | INFO     | tabularbench.core.run_experiment:run_experiment_:84 - Testing on test...
2024-08-09 08:58:51.586 | INFO     | tabularbench.core.run_experiment:run_experiment_:87 - split_6 :: train: 0.8127, val: 0.8133, test: 0.8000
2024-08-09 08:58:51.601 | INFO     | tabularbench.core.run_experiment:run_experiment_:73 - Start split 8/10 of blood-transfusion-service-center (id=145836) with AUTOGLUON doing CLASSIFICATION
2024-08-09 09:04:00.870 | INFO     | tabularbench.core.run_experiment:run_experiment_:80 - Testing on training...
2024-08-09 09:04:19.690 | INFO     | tabularbench.core.run_experiment:run_experiment_:82 - Testing on validation...
2024-08-09 09:04:22.926 | INFO     | tabularbench.core.run_experiment:run_experiment_:84 - Testing on test...
2024-08-09 09:04:25.990 | INFO     | tabularbench.core.run_experiment:run_experiment_:87 - split_7 :: train: 0.7896, val: 0.8243, test: 0.8267
2024-08-09 09:04:26.008 | INFO     | tabularbench.core.run_experiment:run_experiment_:73 - Start split 9/10 of blood-transfusion-service-center (id=145836) with AUTOGLUON doing CLASSIFICATION
2024-08-09 09:09:34.617 | INFO     | tabularbench.core.run_experiment:run_experiment_:80 - Testing on training...
2024-08-09 09:10:45.035 | INFO     | tabularbench.core.run_experiment:run_experiment_:82 - Testing on validation...
2024-08-09 09:11:01.601 | INFO     | tabularbench.core.run_experiment:run_experiment_:84 - Testing on test...
2024-08-09 09:11:18.346 | INFO     | tabularbench.core.run_experiment:run_experiment_:87 - split_8 :: train: 0.8117, val: 0.7838, test: 0.7973
2024-08-09 09:11:18.361 | INFO     | tabularbench.core.run_experiment:run_experiment_:73 - Start split 10/10 of blood-transfusion-service-center (id=145836) with AUTOGLUON doing CLASSIFICATION
2024-08-09 09:16:17.920 | INFO     | tabularbench.core.run_experiment:run_experiment_:80 - Testing on training...
2024-08-09 09:16:19.050 | INFO     | tabularbench.core.run_experiment:run_experiment_:82 - Testing on validation...
2024-08-09 09:16:20.196 | INFO     | tabularbench.core.run_experiment:run_experiment_:84 - Testing on test...
2024-08-09 09:16:21.319 | INFO     | tabularbench.core.run_experiment:run_experiment_:87 - split_9 :: train: 0.8364, val: 0.7467, test: 0.7838
2024-08-09 09:16:21.323 | INFO     | tabularbench.core.run_experiment:run_experiment:42 - Finished experiment on blood-transfusion-service-center (id=145836) with AutoGluon doing CLASSIFICATION
2024-08-09 09:16:21.324 | INFO     | tabularbench.core.run_experiment:run_experiment:43 - Final scores: 
2024-08-09 09:16:21.326 | INFO     | tabularbench.core.run_experiment:run_experiment:46 - cv_split_0 :: train: 0.8127, val: 0.8000, test: 0.7600
2024-08-09 09:16:21.328 | INFO     | tabularbench.core.run_experiment:run_experiment:46 - cv_split_1 :: train: 0.8027, val: 0.7600, test: 0.8000
2024-08-09 09:16:21.330 | INFO     | tabularbench.core.run_experiment:run_experiment:46 - cv_split_2 :: train: 0.8077, val: 0.7600, test: 0.7467
2024-08-09 09:16:21.332 | INFO     | tabularbench.core.run_experiment:run_experiment:46 - cv_split_3 :: train: 0.8043, val: 0.8267, test: 0.7733
2024-08-09 09:16:21.333 | INFO     | tabularbench.core.run_experiment:run_experiment:46 - cv_split_4 :: train: 0.8043, val: 0.7733, test: 0.8000
2024-08-09 09:16:21.335 | INFO     | tabularbench.core.run_experiment:run_experiment:46 - cv_split_5 :: train: 0.8043, val: 0.8267, test: 0.7867
2024-08-09 09:16:21.337 | INFO     | tabularbench.core.run_experiment:run_experiment:46 - cv_split_6 :: train: 0.8127, val: 0.8133, test: 0.8000
2024-08-09 09:16:21.338 | INFO     | tabularbench.core.run_experiment:run_experiment:46 - cv_split_7 :: train: 0.7896, val: 0.8243, test: 0.8267
2024-08-09 09:16:21.340 | INFO     | tabularbench.core.run_experiment:run_experiment:46 - cv_split_8 :: train: 0.8117, val: 0.7838, test: 0.7973
2024-08-09 09:16:21.342 | INFO     | tabularbench.core.run_experiment:run_experiment:46 - cv_split_9 :: train: 0.8364, val: 0.7467, test: 0.7838
2024-08-09 09:16:21.346 | INFO     | tabularbench.core.run_experiment:run_experiment:53 - cv_average :: train: 0.8087, val: 0.7915, test: 0.7874
