2024-08-09 09:51:07.353 | INFO     | tabularbench.core.run_experiment:run_experiment:24 - Start experiment on blood-transfusion-service-center (id=10101) with AutoGluon doing classification
2024-08-09 10:18:53.290 | INFO     | tabularbench.core.run_experiment:run_experiment_:73 - Start split 5/10 of blood-transfusion-service-center (id=10101) with AUTOGLUON doing CLASSIFICATION
2024-08-09 10:23:53.107 | INFO     | tabularbench.core.run_experiment:run_experiment_:80 - Testing on training...
2024-08-09 10:26:08.267 | INFO     | tabularbench.core.run_experiment:run_experiment_:82 - Testing on validation...
2024-08-09 10:26:46.109 | INFO     | tabularbench.core.run_experiment:run_experiment_:84 - Testing on test...
2024-08-09 10:27:24.855 | INFO     | tabularbench.core.run_experiment:run_experiment_:87 - split_4 :: train: 0.7960, val: 0.7600, test: 0.8000
2024-08-09 10:27:24.864 | INFO     | tabularbench.core.run_experiment:run_experiment_:73 - Start split 6/10 of blood-transfusion-service-center (id=10101) with AUTOGLUON doing CLASSIFICATION
2024-08-09 10:32:27.797 | INFO     | tabularbench.core.run_experiment:run_experiment_:80 - Testing on training...
2024-08-09 10:32:53.544 | INFO     | tabularbench.core.run_experiment:run_experiment_:82 - Testing on validation...
2024-08-09 10:32:59.566 | INFO     | tabularbench.core.run_experiment:run_experiment_:84 - Testing on test...
2024-08-09 10:33:05.639 | INFO     | tabularbench.core.run_experiment:run_experiment_:87 - split_5 :: train: 0.8144, val: 0.8267, test: 0.7733
2024-08-09 10:33:05.652 | INFO     | tabularbench.core.run_experiment:run_experiment_:73 - Start split 7/10 of blood-transfusion-service-center (id=10101) with AUTOGLUON doing CLASSIFICATION
2024-08-09 10:38:04.482 | INFO     | tabularbench.core.run_experiment:run_experiment_:80 - Testing on training...
2024-08-09 10:38:53.354 | INFO     | tabularbench.core.run_experiment:run_experiment_:82 - Testing on validation...
2024-08-09 10:39:04.488 | INFO     | tabularbench.core.run_experiment:run_experiment_:84 - Testing on test...
2024-08-09 10:39:15.724 | INFO     | tabularbench.core.run_experiment:run_experiment_:87 - split_6 :: train: 0.7893, val: 0.8267, test: 0.8000
2024-08-09 10:39:15.734 | INFO     | tabularbench.core.run_experiment:run_experiment_:73 - Start split 8/10 of blood-transfusion-service-center (id=10101) with AUTOGLUON doing CLASSIFICATION
2024-08-09 10:44:19.287 | INFO     | tabularbench.core.run_experiment:run_experiment_:80 - Testing on training...
2024-08-09 10:44:34.722 | INFO     | tabularbench.core.run_experiment:run_experiment_:82 - Testing on validation...
2024-08-09 10:44:37.232 | INFO     | tabularbench.core.run_experiment:run_experiment_:84 - Testing on test...
2024-08-09 10:44:39.846 | INFO     | tabularbench.core.run_experiment:run_experiment_:87 - split_7 :: train: 0.7896, val: 0.8243, test: 0.8267
2024-08-09 10:44:39.855 | INFO     | tabularbench.core.run_experiment:run_experiment_:73 - Start split 9/10 of blood-transfusion-service-center (id=10101) with AUTOGLUON doing CLASSIFICATION
2024-08-09 10:49:45.476 | INFO     | tabularbench.core.run_experiment:run_experiment_:80 - Testing on training...
2024-08-09 10:52:07.387 | INFO     | tabularbench.core.run_experiment:run_experiment_:82 - Testing on validation...
2024-08-09 10:52:48.055 | INFO     | tabularbench.core.run_experiment:run_experiment_:84 - Testing on test...
2024-08-09 10:53:29.124 | INFO     | tabularbench.core.run_experiment:run_experiment_:87 - split_8 :: train: 0.7983, val: 0.8108, test: 0.8108
2024-08-09 10:53:29.138 | INFO     | tabularbench.core.run_experiment:run_experiment_:73 - Start split 10/10 of blood-transfusion-service-center (id=10101) with AUTOGLUON doing CLASSIFICATION
2024-08-09 10:58:30.395 | INFO     | tabularbench.core.run_experiment:run_experiment_:80 - Testing on training...
2024-08-09 10:58:40.049 | INFO     | tabularbench.core.run_experiment:run_experiment_:82 - Testing on validation...
2024-08-09 10:58:41.982 | INFO     | tabularbench.core.run_experiment:run_experiment_:84 - Testing on test...
2024-08-09 10:58:43.974 | INFO     | tabularbench.core.run_experiment:run_experiment_:87 - split_9 :: train: 0.8180, val: 0.7600, test: 0.7703
2024-08-09 10:58:43.976 | INFO     | tabularbench.core.run_experiment:run_experiment:42 - Finished experiment on blood-transfusion-service-center (id=10101) with AutoGluon doing CLASSIFICATION
2024-08-09 10:58:43.976 | INFO     | tabularbench.core.run_experiment:run_experiment:43 - Final scores: 
2024-08-09 10:58:43.978 | INFO     | tabularbench.core.run_experiment:run_experiment:46 - cv_split_0 :: train: 0.8027, val: 0.7867, test: 0.7600
2024-08-09 10:58:43.979 | INFO     | tabularbench.core.run_experiment:run_experiment:46 - cv_split_1 :: train: 0.7926, val: 0.7467, test: 0.8000
2024-08-09 10:58:43.980 | INFO     | tabularbench.core.run_experiment:run_experiment:46 - cv_split_2 :: train: 0.7893, val: 0.7600, test: 0.7600
2024-08-09 10:58:43.981 | INFO     | tabularbench.core.run_experiment:run_experiment:46 - cv_split_3 :: train: 0.8043, val: 0.8267, test: 0.7733
2024-08-09 10:58:43.982 | INFO     | tabularbench.core.run_experiment:run_experiment:46 - cv_split_4 :: train: 0.7960, val: 0.7600, test: 0.8000
2024-08-09 10:58:43.982 | INFO     | tabularbench.core.run_experiment:run_experiment:46 - cv_split_5 :: train: 0.8144, val: 0.8267, test: 0.7733
2024-08-09 10:58:43.983 | INFO     | tabularbench.core.run_experiment:run_experiment:46 - cv_split_6 :: train: 0.7893, val: 0.8267, test: 0.8000
2024-08-09 10:58:43.984 | INFO     | tabularbench.core.run_experiment:run_experiment:46 - cv_split_7 :: train: 0.7896, val: 0.8243, test: 0.8267
2024-08-09 10:58:43.985 | INFO     | tabularbench.core.run_experiment:run_experiment:46 - cv_split_8 :: train: 0.7983, val: 0.8108, test: 0.8108
2024-08-09 10:58:43.986 | INFO     | tabularbench.core.run_experiment:run_experiment:46 - cv_split_9 :: train: 0.8180, val: 0.7600, test: 0.7703
2024-08-09 10:58:43.988 | INFO     | tabularbench.core.run_experiment:run_experiment:53 - cv_average :: train: 0.7995, val: 0.7928, test: 0.7874
