2024-08-09 07:10:42.603 | INFO     | tabularbench.core.run_experiment:run_experiment:24 - Start experiment on Click_prediction_small (id=190408) with AutoGluon doing classification
2024-08-09 10:02:07.247 | INFO     | tabularbench.core.run_experiment:run_experiment_:87 - split_8 :: train: 0.8450, val: 0.8375, test: 0.8363
2024-08-09 10:02:07.296 | INFO     | tabularbench.core.run_experiment:run_experiment_:73 - Start split 10/10 of Click_prediction_small (id=190408) with AUTOGLUON doing CLASSIFICATION
2024-08-09 10:07:09.535 | INFO     | tabularbench.core.run_experiment:run_experiment_:80 - Testing on training...
2024-08-09 10:18:07.706 | INFO     | tabularbench.core.run_experiment:run_experiment_:82 - Testing on validation...
2024-08-09 10:19:36.578 | INFO     | tabularbench.core.run_experiment:run_experiment_:84 - Testing on test...
2024-08-09 10:21:07.914 | INFO     | tabularbench.core.run_experiment:run_experiment_:87 - split_9 :: train: 0.8704, val: 0.8348, test: 0.8360
2024-08-09 10:21:07.917 | INFO     | tabularbench.core.run_experiment:run_experiment:42 - Finished experiment on Click_prediction_small (id=190408) with AutoGluon doing CLASSIFICATION
2024-08-09 10:21:07.917 | INFO     | tabularbench.core.run_experiment:run_experiment:43 - Final scores: 
2024-08-09 10:21:07.919 | INFO     | tabularbench.core.run_experiment:run_experiment:46 - cv_split_0 :: train: 0.8469, val: 0.8401, test: 0.8368
2024-08-09 10:21:07.920 | INFO     | tabularbench.core.run_experiment:run_experiment:46 - cv_split_1 :: train: 0.8481, val: 0.8375, test: 0.8406
2024-08-09 10:21:07.921 | INFO     | tabularbench.core.run_experiment:run_experiment:46 - cv_split_2 :: train: 0.8613, val: 0.8393, test: 0.8383
2024-08-09 10:21:07.922 | INFO     | tabularbench.core.run_experiment:run_experiment:46 - cv_split_3 :: train: 0.8518, val: 0.8375, test: 0.8380
2024-08-09 10:21:07.922 | INFO     | tabularbench.core.run_experiment:run_experiment:46 - cv_split_4 :: train: 0.8545, val: 0.8385, test: 0.8388
2024-08-09 10:21:07.923 | INFO     | tabularbench.core.run_experiment:run_experiment:46 - cv_split_5 :: train: 0.8518, val: 0.8363, test: 0.8375
2024-08-09 10:21:07.924 | INFO     | tabularbench.core.run_experiment:run_experiment:46 - cv_split_6 :: train: 0.8410, val: 0.8360, test: 0.8355
2024-08-09 10:21:07.925 | INFO     | tabularbench.core.run_experiment:run_experiment:46 - cv_split_7 :: train: 0.8710, val: 0.8343, test: 0.8370
2024-08-09 10:21:07.926 | INFO     | tabularbench.core.run_experiment:run_experiment:46 - cv_split_8 :: train: 0.8450, val: 0.8375, test: 0.8363
2024-08-09 10:21:07.927 | INFO     | tabularbench.core.run_experiment:run_experiment:46 - cv_split_9 :: train: 0.8704, val: 0.8348, test: 0.8360
2024-08-09 10:21:07.928 | INFO     | tabularbench.core.run_experiment:run_experiment:53 - cv_average :: train: 0.8542, val: 0.8372, test: 0.8375
